,ID,Sex,Marital status,Age,Education,Income,Occupation,Settlement size,Cluster
1202,100001202,0,0,30,1,110929,1,1,226
1203,100001203,0,0,37,1,111821,1,1,226
1204,100001204,0,0,32,1,97306,2,1,227
1205,100001205,0,1,40,1,157231,1,1,760
1206,100001206,0,0,44,1,126906,0,2,1205
1207,100001207,0,0,43,1,133243,1,2,659
1208,100001208,0,0,51,1,112250,1,1,226
1209,100001209,0,0,37,1,104349,0,1,1131
1210,100001210,0,0,33,1,151421,1,2,659
1211,100001211,0,1,32,1,178081,2,1,915
1212,100001212,0,0,35,1,110181,0,2,1205
1213,100001213,0,1,30,1,113012,1,1,760
1214,100001214,0,1,35,1,154585,2,2,381
1215,100001215,0,0,40,1,144704,2,1,227
1216,100001216,0,0,37,1,141632,2,2,105
1217,100001217,0,0,37,1,105055,1,2,659
1218,100001218,0,0,37,1,124597,1,2,659
1219,100001219,0,0,53,1,160164,2,1,227
1220,100001220,0,0,34,1,151754,2,1,227
1221,100001221,0,0,51,1,155551,1,1,226
1222,100001222,0,1,26,1,94986,1,2,153
1223,100001223,0,0,34,1,175800,0,1,1131
1224,100001224,0,0,51,1,126246,2,1,227
1225,100001225,0,0,33,1,116261,1,2,659
1226,100001226,0,1,32,1,117796,0,2,1225
1227,100001227,0,0,39,1,115363,1,1,226
1228,100001228,0,0,53,1,169076,1,1,226
1229,100001229,0,0,34,1,97474,2,2,105
1230,100001230,0,0,37,1,140341,1,2,659
1231,100001231,0,1,28,1,114503,1,1,760
1232,100001232,0,1,25,1,102937,1,2,153
1233,100001233,0,0,36,1,151781,2,2,105
1234,100001234,0,1,36,1,123133,1,2,153
1235,100001235,0,0,35,1,118879,1,2,659
1236,100001236,0,1,21,1,158683,1,1,760
1237,100001237,0,1,29,1,107514,1,2,153
1238,100001238,0,0,60,2,193879,1,1,95
1239,100001239,0,0,45,1,135043,1,1,226
1240,100001240,0,1,56,2,108559,0,1,1239
1241,100001241,0,1,30,1,121038,1,2,153
1242,100001242,0,0,52,1,151947,2,2,105
1243,100001243,0,1,26,1,118820,1,1,760
1244,100001244,0,0,43,1,121517,1,1,226
1245,100001245,0,0,34,1,113572,1,1,226
1246,100001246,0,1,22,1,131170,1,2,153
1247,100001247,0,0,42,1,92430,0,1,1131
1248,100001248,0,0,38,1,124554,0,1,1131
1249,100001249,0,1,29,1,115988,1,2,153
1250,100001250,0,0,44,1,107301,1,2,659
1251,100001251,0,1,29,1,103767,2,1,915
1252,100001252,0,0,44,1,141493,1,2,659
1253,100001253,0,0,38,1,154339,1,2,659
1254,100001254,0,1,26,1,112369,0,1,285
1255,100001255,0,0,53,1,158193,1,1,226
1256,100001256,0,0,43,1,143734,1,1,226
1257,100001257,0,0,33,1,121890,1,1,226
1258,100001258,0,0,52,1,127609,0,1,1131
1259,100001259,0,1,26,1,94650,0,2,1225
1260,100001260,0,0,38,1,175504,2,1,227
1261,100001261,0,0,47,1,165495,1,2,659
1262,100001262,0,1,26,1,120389,1,1,760
1263,100001263,0,1,36,1,165340,1,1,760
1264,100001264,0,0,36,1,119804,1,1,226
1265,100001265,0,0,57,2,154344,2,1,330
1266,100001266,0,1,31,1,106266,2,2,381
1267,100001267,0,0,45,1,136129,1,1,226
1268,100001268,0,0,40,1,151914,2,1,227
1269,100001269,0,1,21,1,121473,1,1,760
1270,100001270,0,0,46,1,127147,1,2,659
1271,100001271,0,0,35,1,125387,1,2,659
1272,100001272,0,1,31,1,139490,0,2,1225
1273,100001273,0,0,51,1,124990,1,2,659
1274,100001274,0,1,21,1,101471,2,1,915
1275,100001275,0,0,48,1,155708,1,1,226
1276,100001276,0,0,48,1,142345,1,2,659
1277,100001277,0,0,68,2,148675,0,1,1185
1278,100001278,0,1,45,2,116484,1,2,487
1279,100001279,0,0,35,1,150237,2,2,105
1280,100001280,0,1,22,1,100273,1,2,153
1281,100001281,0,0,44,1,122292,0,1,1131
1282,100001282,0,0,52,1,159216,1,1,226
1283,100001283,0,0,48,1,130082,1,2,659
1284,100001284,0,0,33,1,139547,1,2,659
1285,100001285,0,1,35,1,122895,1,1,760
1286,100001286,0,1,64,2,154549,1,1,760
1287,100001287,0,0,58,1,149315,0,2,1205
1288,100001288,0,1,24,1,118101,0,2,1225
1289,100001289,0,0,40,1,115831,0,2,1205
1290,100001290,0,0,49,1,118571,2,2,105
1291,100001291,0,0,31,1,138906,1,2,659
1292,100001292,0,0,46,1,98520,1,2,659
1293,100001293,0,0,46,1,106576,1,1,226
1294,100001294,0,0,49,1,121592,1,1,226
1295,100001295,0,0,29,1,135605,0,1,1131
1296,100001296,0,0,37,1,114552,1,2,659
1297,100001297,0,0,33,1,151339,2,1,227
1298,100001298,0,0,71,2,170387,1,2,0
1299,100001299,0,0,35,1,118288,1,2,659
1300,100001300,0,0,40,1,109992,1,2,659
1301,100001301,1,0,27,1,90654,0,0,430
1302,100001302,1,0,61,2,113290,0,0,430
1303,100001303,1,1,29,1,100093,1,1,760
1304,100001304,1,0,33,1,109489,1,0,304
1305,100001305,1,0,56,2,139427,0,0,430
1306,100001306,1,1,27,1,123411,1,1,760
1307,100001307,1,1,22,1,137925,1,0,113
1308,100001308,1,1,19,1,99119,1,0,113
1309,100001309,1,1,28,1,91084,1,1,760
1310,100001310,1,1,24,1,110137,1,1,760
1311,100001311,1,1,27,1,67041,0,0,8
1312,100001312,1,1,30,1,127299,1,1,760
1313,100001313,1,0,26,1,84555,0,0,430
1314,100001314,1,1,26,1,123895,1,0,113
1315,100001315,1,1,23,1,94324,1,1,760
1316,100001316,1,1,28,1,96062,1,0,113
1317,100001317,1,1,67,3,144843,1,0,219
1318,100001318,1,1,27,1,107485,1,1,760
1319,100001319,1,1,32,1,98573,1,0,113
1320,100001320,1,0,24,1,107462,0,0,430
1321,100001321,1,1,28,1,115809,1,1,760
1322,100001322,1,0,48,2,118749,0,0,430
1323,100001323,1,1,32,1,139112,1,1,760
1324,100001324,1,1,25,1,94075,1,0,113
1325,100001325,1,1,57,2,62002,0,0,8
1326,100001326,1,1,28,1,127262,1,0,113
1327,100001327,1,1,24,1,122846,1,1,760
1328,100001328,1,1,25,1,61907,0,0,8
1329,100001329,1,0,31,1,89287,0,0,430
1330,100001330,1,0,33,1,103696,1,1,226
1331,100001331,1,1,50,2,147603,1,0,815
1332,100001332,1,1,58,2,139229,0,1,1239
1333,100001333,1,1,27,1,107932,0,0,8
1334,100001334,1,1,48,2,116235,0,0,8
1335,100001335,1,1,22,1,85974,0,0,8
1336,100001336,1,1,40,1,124001,0,0,8
1337,100001337,1,1,32,1,121428,1,0,113
1338,100001338,1,0,25,1,93233,0,0,430
1339,100001339,1,1,27,1,67965,0,0,8
1340,100001340,1,1,27,1,88001,0,0,8
1341,100001341,1,1,23,1,129112,1,0,113
1342,100001342,1,1,32,1,109324,1,1,760
1343,100001343,1,1,25,1,112785,1,1,760
1344,100001344,1,1,46,2,136735,0,0,8
1345,100001345,1,1,21,1,107779,1,1,760
1346,100001346,1,1,29,1,103526,1,0,113
1347,100001347,1,1,31,1,93171,0,0,8
1348,100001348,1,0,26,1,106559,0,0,430
1349,100001349,1,1,23,1,112728,1,1,760
1350,100001350,1,0,38,1,102855,1,1,226
1351,100001351,1,0,35,1,85381,0,0,430
1352,100001352,1,1,27,1,100762,1,1,760
1353,100001353,1,1,22,1,131445,1,1,760
1354,100001354,1,1,52,2,123194,1,0,815
1355,100001355,1,1,19,1,99519,1,1,760
1356,100001356,1,1,23,1,112853,1,0,113
1357,100001357,1,0,42,1,110509,1,0,304
1358,100001358,1,1,27,1,106446,1,1,760
1359,100001359,1,1,39,2,89665,0,0,8
1360,100001360,1,1,50,2,128233,1,1,760
1361,100001361,1,1,36,1,133615,1,0,113
1362,100001362,1,1,25,1,115833,1,1,760
1363,100001363,1,1,27,1,65560,0,0,8
1364,100001364,1,1,30,1,118642,1,0,113
1365,100001365,1,0,22,1,63635,0,0,430
1366,100001366,1,1,27,1,122649,1,1,760
1367,100001367,1,0,31,1,143321,2,1,227
1368,100001368,1,1,29,1,99556,1,0,113
1369,100001369,1,0,34,1,36760,0,0,430
1370,100001370,1,0,33,1,71935,0,0,430
1371,100001371,1,1,26,1,114977,1,0,113
1372,100001372,1,1,36,1,147691,1,1,760
1373,100001373,1,1,26,1,54296,0,0,8
1374,100001374,1,1,39,1,80014,0,0,8
1375,100001375,1,1,44,2,77887,0,0,8
1376,100001376,1,1,46,2,98517,0,0,8
1377,100001377,1,1,31,1,103012,0,0,8
1378,100001378,1,0,26,1,121377,1,0,304
1379,100001379,1,1,22,1,91359,1,1,760
1380,100001380,1,0,48,2,104833,0,0,430
1381,100001381,1,1,27,1,101209,1,0,113
1382,100001382,1,0,30,1,58207,0,0,430
1383,100001383,1,1,27,1,116708,1,1,760
1384,100001384,1,1,36,1,107471,1,1,760
1385,100001385,1,1,31,1,128495,1,0,113
1386,100001386,1,0,21,1,124468,1,0,304
1387,100001387,1,1,26,1,106922,1,1,760
1388,100001388,1,0,24,1,104291,1,0,304
1389,100001389,1,1,29,1,98204,1,0,113
1390,100001390,1,1,32,1,127071,1,0,113
1391,100001391,1,1,45,2,85115,0,0,8
1392,100001392,1,1,58,2,104013,0,0,8
1393,100001393,1,1,25,1,89863,1,0,113
1394,100001394,1,1,67,3,135300,1,0,219
1395,100001395,1,1,53,2,107861,0,0,8
1396,100001396,1,1,24,1,123994,1,0,113
1397,100001397,1,0,20,1,91270,0,0,430
1398,100001398,1,1,71,3,133245,0,0,883
1399,100001399,1,1,31,1,118594,1,1,760
1400,100001400,1,1,27,1,40606,0,0,8
1401,100001401,1,1,36,1,129304,0,0,8
1402,100001402,1,1,25,1,113118,1,0,113
1403,100001403,1,0,41,1,133131,1,0,304
1404,100001404,1,1,30,1,106876,1,1,760
1405,100001405,1,1,32,1,130870,1,1,760
1406,100001406,1,1,29,1,125621,0,0,8
1407,100001407,1,0,27,1,78923,0,0,430
1408,100001408,1,1,32,1,123983,1,0,113
1409,100001409,1,1,25,1,75184,0,0,8
1410,100001410,1,0,24,1,109693,1,0,304
1411,100001411,1,1,63,2,86273,0,0,8
1412,100001412,1,0,42,2,113190,0,0,430
1413,100001413,1,1,22,1,109274,0,0,8
1414,100001414,1,1,46,2,143489,1,1,760
1415,100001415,1,1,24,1,99570,1,1,760
1416,100001416,1,0,30,1,139468,1,1,226
1417,100001417,1,1,44,2,108627,0,0,8
1418,100001418,1,0,25,1,106355,1,0,304
1419,100001419,1,1,27,1,96952,1,0,113
1420,100001420,1,1,27,1,141502,1,1,760
1421,100001421,1,1,34,1,110420,1,1,760
1422,100001422,1,1,18,1,97741,1,1,760
1423,100001423,1,1,25,1,99583,1,1,760
1424,100001424,1,1,21,1,63698,0,0,8
1425,100001425,1,1,26,1,116688,1,1,760
1426,100001426,1,1,27,1,131542,2,1,915
1427,100001427,1,0,25,1,136055,1,1,226
1428,100001428,1,1,30,1,100195,1,1,760
1429,100001429,1,0,66,3,131001,1,0,1428
1430,100001430,1,1,25,1,104062,1,1,760
1431,100001431,1,1,43,2,137689,1,0,815
1432,100001432,1,1,35,1,137705,1,1,760
1433,100001433,1,0,70,3,69915,0,0,1432
1434,100001434,1,0,35,1,68731,0,0,430
1435,100001435,1,1,26,1,105726,1,0,113
1436,100001436,1,0,29,1,78078,0,0,430
1437,100001437,1,1,22,1,110835,0,0,8
1438,100001438,1,0,26,1,115531,1,1,226
1439,100001439,1,1,36,1,92723,0,0,8
1440,100001440,1,1,35,1,107509,1,1,760
1441,100001441,1,1,28,1,116763,1,1,760
1442,100001442,1,1,24,1,100733,1,0,113
1443,100001443,1,1,34,1,92652,0,0,8
1444,100001444,1,1,25,1,106987,1,0,113
1445,100001445,1,1,54,2,51882,0,0,8
1446,100001446,1,0,46,2,104751,0,0,430
1447,100001447,1,1,42,1,50947,0,0,8
1448,100001448,1,0,45,2,126986,0,0,430
1449,100001449,1,0,48,2,110223,0,0,430
1450,100001450,1,0,21,1,100591,0,0,430
1451,100001451,1,1,31,1,123257,1,0,113
1452,100001452,1,0,35,1,137736,1,1,226
1453,100001453,1,1,36,1,110221,1,1,760
1454,100001454,1,1,32,1,99703,0,0,8
1455,100001455,1,1,26,1,106667,0,0,8
1456,100001456,1,1,34,1,143319,1,0,113
1457,100001457,1,1,65,2,135557,1,1,760
1458,100001458,1,1,50,2,93390,0,0,8
1459,100001459,1,1,39,1,97577,1,0,113
1460,100001460,1,0,52,2,124196,0,0,430
1461,100001461,1,1,36,1,81136,0,0,8
1462,100001462,1,1,29,1,119439,1,0,113
1463,100001463,1,1,36,1,145231,1,1,760
1464,100001464,1,1,36,1,85623,0,0,8
1465,100001465,1,1,27,1,145373,1,1,760
1466,100001466,1,1,36,1,135896,2,1,915
1467,100001467,1,1,26,1,106470,1,1,760
1468,100001468,1,0,57,2,113334,1,1,95
1469,100001469,1,0,27,1,100560,0,0,430
1470,100001470,1,1,58,2,108442,0,0,8
1471,100001471,1,1,27,1,64472,0,0,8
1472,100001472,1,1,49,2,120207,1,0,815
1473,100001473,1,1,43,2,101680,1,0,815
1474,100001474,1,0,45,2,92342,0,0,430
1475,100001475,1,1,27,1,98611,0,0,8
1476,100001476,1,1,34,1,97613,1,1,760
1477,100001477,1,1,21,1,82298,0,0,8
1478,100001478,1,1,54,2,125302,1,1,760
1479,100001479,1,1,43,2,108725,0,0,8
1480,100001480,1,0,25,1,85569,0,0,430
1481,100001481,1,0,57,2,110372,0,0,430
1482,100001482,1,1,26,1,100511,1,1,760
1483,100001483,1,0,30,1,110455,1,0,304
1484,100001484,1,0,58,2,141993,0,0,430
1485,100001485,1,1,25,1,121789,1,1,760
1486,100001486,1,1,23,1,138967,1,0,113
1487,100001487,1,0,22,1,105230,1,0,304
1488,100001488,1,1,21,1,90656,1,1,760
1489,100001489,1,1,20,1,115445,1,1,760
1490,100001490,1,1,22,1,59955,0,0,8
1491,100001491,1,0,27,1,126268,1,1,226
1492,100001492,1,0,24,1,80830,0,0,430
1493,100001493,1,1,23,1,123625,1,0,113
1494,100001494,1,1,26,1,102543,1,1,760
1495,100001495,1,0,28,1,101948,1,0,304
1496,100001496,1,1,64,3,142280,1,0,219
1497,100001497,1,1,26,1,105434,1,1,760
1498,100001498,1,1,31,1,106115,1,0,113
1499,100001499,1,0,28,1,111057,0,0,430
1500,100001500,1,1,25,1,117758,1,1,760
1501,100001501,1,0,49,2,118396,0,0,430
1502,100001502,1,1,33,1,136260,1,1,760
1503,100001503,1,0,27,1,97192,1,0,304
1504,100001504,1,1,59,2,62101,0,0,8
1505,100001505,1,1,28,1,123497,1,0,113
1506,100001506,1,1,24,1,120326,1,1,760
1507,100001507,1,1,26,1,66645,0,0,8
1508,100001508,1,0,33,1,83429,0,0,430
1509,100001509,1,0,37,1,107539,1,1,226
1510,100001510,1,1,46,2,153880,1,0,815
1511,100001511,1,1,62,2,140178,0,1,1239
1512,100001512,1,0,26,1,100402,0,0,430
1513,100001513,1,1,49,2,122158,0,0,8
1514,100001514,1,1,25,1,89331,0,0,8
1515,100001515,1,1,37,1,125359,0,0,8
1516,100001516,1,0,31,1,124110,1,0,304
1517,100001517,1,0,25,1,93526,0,0,430
1518,100001518,1,1,21,1,70170,0,0,8
1519,100001519,1,1,27,1,82357,0,0,8
1520,100001520,1,1,29,1,126745,1,0,113
1521,100001521,1,1,30,1,103326,1,1,760
1522,100001522,1,1,26,1,116048,1,1,760
1523,100001523,1,1,40,2,137115,0,0,8
1524,100001524,1,1,23,1,105365,1,1,760
1525,100001525,1,1,31,1,95911,1,0,113
1526,100001526,1,1,29,1,88669,0,0,8
1527,100001527,1,0,22,1,103776,0,0,430
1528,100001528,1,1,26,1,108864,1,1,760
1529,100001529,1,0,39,1,106037,1,1,226
1530,100001530,1,0,35,1,84851,0,0,430
1531,100001531,1,1,26,1,95748,1,1,760
1532,100001532,1,1,28,1,133616,1,1,760
1533,100001533,1,1,56,2,132752,1,0,815
1534,100001534,1,1,22,1,95712,1,1,760
1535,100001535,1,1,26,1,109063,1,0,113
1536,100001536,1,0,41,1,113521,1,0,304
1537,100001537,1,1,29,1,109380,1,1,760
1538,100001538,1,1,42,2,82558,0,0,8
1539,100001539,1,1,50,2,124777,1,1,760
1540,100001540,1,1,33,1,133542,1,0,113
1541,100001541,1,1,28,1,116492,1,1,760
1542,100001542,1,1,27,1,68834,0,0,8
1543,100001543,1,1,27,1,124023,1,0,113
1544,100001544,1,0,28,1,63882,0,0,430
1545,100001545,1,1,24,1,122492,1,1,760
1546,100001546,1,0,28,1,141453,2,1,227
1547,100001547,1,1,32,1,99327,1,0,113
1548,100001548,1,0,32,1,45590,0,0,430
1549,100001549,1,0,30,1,71167,0,0,430
1550,100001550,1,1,29,1,111992,1,0,113
1551,100001551,1,1,37,1,145140,1,1,760
1552,100001552,1,1,24,1,49672,0,0,8
1553,100001553,1,1,36,1,75536,0,0,8
1554,100001554,1,1,40,2,86720,0,0,8
1555,100001555,1,1,51,2,97729,0,0,8
1556,100001556,1,1,33,1,106808,0,0,8
1557,100001557,1,0,31,1,117971,1,0,304
1558,100001558,1,1,29,1,97731,1,1,760
1559,100001559,1,0,48,2,109196,0,0,430
1560,100001560,1,1,25,1,94905,1,0,113
1561,100001561,1,0,28,1,57480,0,0,430
1562,100001562,1,1,23,1,109175,1,1,760
1563,100001563,1,1,32,1,111174,1,1,760
1564,100001564,1,1,34,1,127255,1,0,113
1565,100001565,1,0,23,1,115499,1,0,304
1566,100001566,1,1,25,1,109499,1,1,760
1567,100001567,1,0,25,1,104696,1,0,304
1568,100001568,1,1,27,1,104467,1,0,113
1569,100001569,1,1,29,1,120157,1,0,113
1570,100001570,1,1,46,2,81200,0,0,8
1571,100001571,1,1,61,2,97558,0,0,8
1572,100001572,1,1,25,1,95914,1,0,113
1573,100001573,1,1,67,3,128053,1,0,219
1574,100001574,1,1,49,2,101734,0,0,8
1575,100001575,1,1,21,1,126009,1,0,113
1576,100001576,1,0,19,1,91232,0,0,430
1577,100001577,1,1,67,3,128343,0,0,883
1578,100001578,1,1,31,1,110040,1,1,760
1579,100001579,1,1,27,1,38247,0,0,8
1580,100001580,1,1,37,1,129027,0,0,8
1581,100001581,1,1,27,1,115026,1,0,113
1582,100001582,1,0,36,1,130323,1,0,304
1583,100001583,1,1,24,1,103181,1,1,760
1584,100001584,1,1,31,1,138307,1,1,760
1585,100001585,1,1,29,1,122564,0,0,8
1586,100001586,1,0,28,1,82351,0,0,430
1587,100001587,1,1,34,1,125351,1,0,113
1588,100001588,1,1,26,1,82940,0,0,8
1589,100001589,1,0,21,1,108029,1,0,304
1590,100001590,1,1,63,2,82734,0,0,8
1591,100001591,1,0,38,2,116816,0,0,430
1592,100001592,1,1,20,1,113472,0,0,8
1593,100001593,1,1,44,2,143343,1,1,760
1594,100001594,1,1,31,1,104074,1,1,760
1595,100001595,1,0,33,1,138525,1,1,226
1596,100001596,1,1,49,2,106960,0,0,8
1597,100001597,1,0,26,1,108323,1,0,304
1598,100001598,1,1,28,1,95784,1,0,113
1599,100001599,1,1,30,1,140673,1,1,760
1600,100001600,1,1,36,1,104235,1,1,760
1601,100001601,1,1,27,1,54041,0,0,8
1602,100001602,0,0,23,0,107961,0,0,430
1603,100001603,0,0,31,0,113757,1,0,304
1604,100001604,1,1,27,1,94884,1,0,113
1605,100001605,1,1,25,1,126041,1,0,113
1606,100001606,1,1,23,1,64952,0,0,8
1607,100001607,0,1,27,1,66764,0,0,8
1608,100001608,1,0,38,1,67861,0,0,430
1609,100001609,0,0,44,1,113516,0,0,430
1610,100001610,1,1,42,1,46109,0,0,8
1611,100001611,1,1,25,1,103651,0,0,8
1612,100001612,0,1,40,1,75043,0,0,8
1613,100001613,1,1,24,1,116473,0,0,8
1614,100001614,1,0,39,1,96614,0,0,430
1615,100001615,0,0,24,0,66447,0,0,430
1616,100001616,1,0,50,1,119068,1,0,304
1617,100001617,1,1,28,1,122973,0,0,8
1618,100001618,1,1,36,1,81609,0,0,8
1619,100001619,0,0,36,1,105519,1,0,304
1620,100001620,1,1,40,1,86649,0,0,8
1621,100001621,1,0,31,0,76384,0,0,430
1622,100001622,0,1,27,1,67136,0,0,8
1623,100001623,1,1,35,1,93155,0,0,8
1624,100001624,0,0,51,1,124183,0,0,430
1625,100001625,1,0,26,0,64860,0,0,430
1626,100001626,0,0,33,1,87232,0,0,430
1627,100001627,1,1,27,1,92304,0,0,8
1628,100001628,0,0,38,1,84254,0,0,430
1629,100001629,1,0,30,0,106696,1,0,304
1630,100001630,0,0,28,0,113212,1,0,304
1631,100001631,0,0,23,0,71076,0,0,430
1632,100001632,1,1,23,1,114270,0,0,8
1633,100001633,1,1,26,1,125538,1,0,113
1634,100001634,1,1,21,1,92442,0,0,8
1635,100001635,1,0,36,1,75297,0,0,430
1636,100001636,1,1,24,1,65707,0,0,8
1637,100001637,0,0,41,1,120387,1,0,304
1638,100001638,0,0,42,1,120946,1,0,304
1639,100001639,0,0,27,0,73265,0,0,430
1640,100001640,0,1,40,1,77481,0,0,8
1641,100001641,1,1,34,1,91282,0,0,8
1642,100001642,0,0,40,1,104405,0,0,430
1643,100001643,0,0,33,1,99646,1,0,304
1644,100001644,1,0,49,1,97791,0,0,430
1645,100001645,0,0,28,0,81878,0,0,430
1646,100001646,1,1,26,1,107908,1,0,113
1647,100001647,1,0,40,1,98608,0,0,430
1648,100001648,0,0,47,1,95228,0,0,430
1649,100001649,1,1,41,1,128163,1,0,113
1650,100001650,1,1,29,1,94325,0,0,8
1651,100001651,1,1,37,1,90815,0,0,8
1652,100001652,0,0,31,0,120719,1,0,304
1653,100001653,0,0,35,1,110159,1,0,304
1654,100001654,0,0,35,1,124490,1,0,304
1655,100001655,1,1,29,1,75161,0,0,8
1656,100001656,1,0,37,1,127206,1,0,304
1657,100001657,0,0,37,1,83660,0,0,430
1658,100001658,1,1,26,1,87400,0,0,8
1659,100001659,1,1,28,1,78942,0,0,8
1660,100001660,1,1,23,1,88452,0,0,8
1661,100001661,0,0,38,1,104128,1,0,304
1662,100001662,1,1,30,1,100313,1,0,113
1663,100001663,1,0,45,1,107387,1,0,304
1664,100001664,0,0,24,0,84355,0,0,430
1665,100001665,1,0,35,1,112723,1,0,304
1666,100001666,1,1,41,1,115892,1,0,113
1667,100001667,0,1,30,1,106597,1,0,113
1668,100001668,1,1,30,1,121327,1,0,113
1669,100001669,1,1,26,1,92559,0,0,8
1670,100001670,1,1,25,1,87537,0,0,8
1671,100001671,1,1,23,1,70569,0,0,8
1672,100001672,1,1,27,1,85294,0,0,8
1673,100001673,1,0,26,0,70905,0,0,430
1674,100001674,0,0,25,0,103716,0,0,430
1675,100001675,0,1,27,1,94947,1,0,113
1676,100001676,1,0,42,1,80116,0,0,430
1677,100001677,0,0,35,1,86492,0,0,430
1678,100001678,1,1,25,1,88672,0,0,8
1679,100001679,1,1,26,1,82984,0,0,8
1680,100001680,0,0,38,1,128100,1,0,304
1681,100001681,1,0,28,0,72869,0,0,430
1682,100001682,0,1,33,1,112227,1,0,113
1683,100001683,1,0,40,1,94674,0,0,430
1684,100001684,1,1,23,1,101003,1,0,113
1685,100001685,1,0,25,0,112924,1,0,304
1686,100001686,1,0,28,0,108645,0,0,430
1687,100001687,0,0,41,1,69415,0,0,430
1688,100001688,1,0,50,1,112204,0,0,430
1689,100001689,1,1,23,1,109700,1,0,113
1690,100001690,1,1,26,1,104484,1,0,113
1691,100001691,1,1,22,1,61239,0,0,8
1692,100001692,0,0,37,1,119602,0,0,430
1693,100001693,1,0,38,1,81014,0,0,430
1694,100001694,1,1,22,1,68165,0,0,8
1695,100001695,1,0,30,0,88652,0,0,430
1696,100001696,0,0,38,1,75705,0,0,430
1697,100001697,1,1,36,1,104189,1,0,113
1698,100001698,0,0,41,1,71603,0,0,430
1699,100001699,1,1,29,1,121914,1,0,113
1700,100001700,1,1,31,1,106637,1,0,113
1701,100001701,1,0,31,0,99800,1,0,304
1702,100001702,1,0,21,0,67629,0,0,430
1703,100001703,0,0,32,0,120354,1,0,304
1704,100001704,1,1,35,1,122110,1,0,113
1705,100001705,0,0,29,0,89170,0,0,430
1706,100001706,1,0,34,1,109195,1,0,304
1707,100001707,1,0,38,1,92392,0,0,430
1708,100001708,1,1,33,1,43805,0,0,8
1709,100001709,1,1,28,1,68389,0,0,8
1710,100001710,1,1,28,1,112521,1,0,113
1711,100001711,0,0,21,0,59255,0,0,430
1712,100001712,1,1,29,1,98612,0,0,8
1713,100001713,1,1,26,1,70649,0,0,8
1714,100001714,1,0,40,1,95228,0,0,430
1715,100001715,1,0,25,0,46865,0,0,430
1716,100001716,0,1,20,1,101688,1,0,113
1717,100001717,1,1,23,1,62618,0,0,8
1718,100001718,1,0,27,0,102531,1,0,304
1719,100001719,1,0,36,1,100737,1,0,304
1720,100001720,1,1,25,1,107321,1,0,113
1721,100001721,1,1,25,1,112879,0,0,8
1722,100001722,1,1,34,1,125372,0,0,8
1723,100001723,1,0,24,0,69419,0,0,430
1724,100001724,1,0,36,1,124759,1,0,304
1725,100001725,1,0,40,1,79076,0,0,430
1726,100001726,0,0,39,1,84779,0,0,430
1727,100001727,1,0,42,1,77393,0,0,430
1728,100001728,0,0,35,1,113187,0,0,430
1729,100001729,1,1,27,1,99100,1,0,113
1730,100001730,0,0,27,0,64954,0,0,430
1731,100001731,1,1,23,1,103244,1,0,113
1732,100001732,1,1,32,1,124975,1,0,113
1733,100001733,0,1,28,1,133582,1,0,113
1734,100001734,0,0,22,0,103519,1,0,304
1735,100001735,0,0,31,0,117813,1,0,304
1736,100001736,1,1,22,1,119902,1,0,113
1737,100001737,0,0,23,0,70783,0,0,430
1738,100001738,1,1,35,1,125470,0,0,8
1739,100001739,1,1,26,1,109782,0,0,8
1740,100001740,1,1,28,1,78322,0,0,8
1741,100001741,0,0,54,1,125517,1,0,304
1742,100001742,1,0,49,1,102463,0,0,430
1743,100001743,1,0,38,1,89309,0,0,430
1744,100001744,1,0,47,1,110287,1,0,304
1745,100001745,1,0,49,1,122391,0,0,430
1746,100001746,1,1,30,1,116399,1,0,113
1747,100001747,1,0,32,0,81907,0,0,430
1748,100001748,1,1,24,1,97909,0,0,8
1749,100001749,1,0,25,0,68051,0,0,430
1750,100001750,0,0,33,1,82414,0,0,430
1751,100001751,1,1,34,1,123089,1,0,113
1752,100001752,1,1,24,1,66537,0,0,8
1753,100001753,1,0,36,1,127926,0,0,430
1754,100001754,1,0,41,1,78963,0,0,430
1755,100001755,0,1,33,1,108694,1,0,113
1756,100001756,1,1,26,1,100892,1,0,113
1757,100001757,1,0,36,1,119560,1,0,304
1758,100001758,1,0,35,1,116176,0,0,430
1759,100001759,0,0,29,0,111854,1,0,304
1760,100001760,1,1,26,1,69831,0,0,8
1761,100001761,0,0,31,0,69375,0,0,430
1762,100001762,0,1,26,1,71310,0,0,8
1763,100001763,0,0,47,1,73913,0,0,430
1764,100001764,0,1,20,1,95492,1,0,113
1765,100001765,0,0,45,1,109329,0,0,430
1766,100001766,0,0,36,1,116027,1,0,304
1767,100001767,0,1,31,1,81987,0,0,8
1768,100001768,1,0,41,1,83481,0,0,430
1769,100001769,1,0,31,0,72361,0,0,430
1770,100001770,1,1,27,1,106625,0,0,8
1771,100001771,1,1,32,1,123707,1,0,113
1772,100001772,1,0,43,1,79353,0,0,430
1773,100001773,1,0,32,0,68347,0,0,430
1774,100001774,1,1,29,1,115832,1,0,113
1775,100001775,0,0,37,1,89946,0,0,430
1776,100001776,1,0,35,1,86319,0,0,430
1777,100001777,1,1,23,1,70963,0,0,8
1778,100001778,0,0,40,1,106120,1,0,304
1779,100001779,1,1,26,1,97856,1,0,113
1780,100001780,0,0,28,0,61824,0,0,430
1781,100001781,1,1,40,1,103907,1,0,113
